order_id,order_date,order_time,custid,status
352,2015-01-06,17:45:48,106,Delivered
353,2015-01-06,17:59:48,103,Success
354,2015-01-06,18:01:44,107,Success
355,2015-01-06,18:14:45,106,Success
356,2015-01-06,18:16:05,104,Cancelled
357,2015-01-06,18:27:58,103,Delivered
358,2015-01-06,18:30:12,108,Cancelled
359,2015-01-06,18:33:08,103,Success
360,2015-01-06,18:50:38,103,Delivered
361,2015-01-06,19:12:38,102,Delivered
362,2015-01-06,19:13:36,108,Failed
363,2015-01-06,19:20:31,103,Success
364,2015-01-06,19:27:24,107,Delivered
365,2015-01-06,19:37:26,102,Delivered
366,2015-01-06,20:04:20,106,Success
367,2015-01-06,20:05:12,110,Cancelled
368,2015-01-06,20:28:16,109,Success
369,2015-01-06,20:30:06,106,Delivered
370,2015-01-06,21:02:30,105,Success
371,2015-01-06,21:15:20,102,Delivered
372,2015-01-06,22:26:59,107,Success
373,2015-01-07,11:45:18,107,Delivered
374,2015-01-07,11:55:59,102,Success
375,2015-01-07,11:58:36,104,Success
376,2015-01-07,12:01:17,105,Cancelled
377,2015-01-07,12:03:18,108,Failed
378,2015-01-07,12:19:37,106,Failed
379,2015-01-07,12:25:37,101,Cancelled
380,2015-01-07,12:32:10,105,Failed
381,2015-01-07,12:33:06,103,Cancelled
382,2015-01-07,12:33:07,109,Delivered
383,2015-01-07,12:43:59,107,Cancelled
384,2015-01-07,12:51:46,107,Delivered
385,2015-01-07,12:54:19,108,Success
386,2015-01-07,12:58:16,105,Cancelled
387,2015-01-07,13:03:14,102,Delivered
388,2015-01-07,13:04:56,109,Delivered
389,2015-01-07,13:10:17,107,Cancelled
390,2015-01-07,13:15:32,103,Failed
391,2015-01-07,13:25:31,102,Success
392,2015-01-07,13:36:47,101,Cancelled
393,2015-01-07,13:48:31,108,Delivered
394,2015-01-07,14:02:18,102,Delivered
395,2015-01-07,14:11:08,106,Failed
396,2015-01-07,14:12:21,110,Cancelled
397,2015-01-07,14:31:10,109,Delivered
398,2015-01-07,14:56:26,105,Failed
399,2015-01-07,15:47:49,102,Failed
400,2015-01-07,16:03:07,109,Cancelled
401,2015-01-07,16:08:35,106,Success
402,2015-01-07,16:24:46,107,Failed
403,2015-01-07,16:26:10,103,Failed
404,2015-01-07,16:39:27,104,Failed
405,2015-01-07,16:44:16,109,Delivered
406,2015-01-07,16:50:49,109,Success
407,2015-01-07,16:56:42,108,Cancelled
408,2015-01-07,17:09:09,104,Failed
409,2015-01-07,17:15:04,106,Delivered
410,2015-01-07,17:33:49,105,Delivered
411,2015-01-07,17:58:09,109,Cancelled
412,2015-01-07,18:07:46,106,Delivered
413,2015-01-07,18:11:32,104,Cancelled
414,2015-01-07,18:13:22,108,Failed
415,2015-01-07,18:16:23,110,Success
416,2015-01-07,18:17:42,107,Cancelled
417,2015-01-07,18:24:40,110,Delivered
418,2015-01-07,18:40:11,110,Delivered
419,2015-01-07,19:02:31,102,Success
420,2015-01-07,19:04:40,101,Failed
421,2015-01-07,19:21:58,105,Delivered
422,2015-01-07,19:30:25,101,Failed
423,2015-01-07,19:45:07,105,Cancelled
424,2015-01-07,20:01:28,109,Delivered
425,2015-01-07,20:21:19,110,Delivered
426,2015-01-07,20:25:45,110,Delivered
427,2015-01-07,21:49:00,105,Success
428,2015-01-07,22:05:00,108,Delivered
429,2015-01-07,22:16:53,107,Failed
430,2015-01-07,22:46:13,106,Failed
431,2015-01-08,11:17:13,103,Success
432,2015-01-08,11:39:07,103,Failed
433,2015-01-08,11:49:50,109,Success
434,2015-01-08,11:54:14,106,Delivered
435,2015-01-08,12:06:09,102,Cancelled
436,2015-01-08,12:07:21,104,Failed
437,2015-01-08,12:07:54,109,Cancelled
438,2015-01-08,12:08:38,109,Cancelled
439,2015-01-08,12:13:08,102,Failed
440,2015-01-08,12:16:34,101,Cancelled
441,2015-01-08,12:16:58,108,Failed
442,2015-01-08,12:28:49,110,Success
443,2015-01-08,12:34:20,109,Success
444,2015-01-08,12:40:05,110,Failed
445,2015-01-08,12:57:39,110,Success
446,2015-01-08,12:58:01,103,Delivered
447,2015-01-08,13:02:00,110,Success
448,2015-01-08,13:03:34,107,Cancelled
449,2015-01-08,13:04:15,103,Delivered
450,2015-01-08,13:07:53,102,Success
451,2015-01-08,13:19:06,109,Success
452,2015-01-08,13:24:11,105,Failed
453,2015-01-08,13:27:14,107,Delivered
454,2015-01-08,13:31:40,103,Failed
455,2015-01-08,13:39:14,107,Failed
456,2015-01-08,13:47:53,102,Failed
457,2015-01-08,13:59:04,106,Success
458,2015-01-08,14:00:05,102,Success
459,2015-01-08,14:14:02,102,Success
460,2015-01-08,14:19:58,108,Delivered
461,2015-01-08,14:21:19,108,Success
462,2015-01-08,14:38:41,108,Cancelled
463,2015-01-08,14:40:28,101,Success
464,2015-01-08,14:49:01,101,Delivered
465,2015-01-08,14:55:23,109,Failed
466,2015-01-08,15:30:10,110,Delivered
467,2015-01-08,15:33:13,104,Cancelled
468,2015-01-08,15:36:12,109,Success
469,2015-01-08,15:37:18,104,Delivered
470,2015-01-08,15:49:13,110,Delivered
471,2015-01-08,16:20:26,110,Cancelled
472,2015-01-08,16:29:50,108,Delivered
473,2015-01-08,16:41:27,103,Delivered
474,2015-01-08,16:47:48,110,Cancelled
475,2015-01-08,17:15:17,102,Cancelled
476,2015-01-08,17:27:56,103,Cancelled
477,2015-01-08,17:30:04,105,Cancelled
478,2015-01-08,17:35:56,109,Delivered
479,2015-01-08,17:37:03,105,Cancelled
480,2015-01-08,17:41:31,101,Failed
481,2015-01-08,17:41:37,109,Cancelled
482,2015-01-08,17:52:42,105,Success
483,2015-01-08,17:54:05,106,Success
484,2015-01-08,18:02:54,107,Delivered
485,2015-01-08,18:07:31,102,Success
486,2015-01-08,18:15:08,106,Cancelled
487,2015-01-08,18:30:16,106,Delivered
488,2015-01-08,18:46:02,103,Success
489,2015-01-08,18:48:43,109,Delivered
490,2015-01-08,18:49:24,104,Cancelled
491,2015-01-08,19:01:12,107,Failed
492,2015-01-08,19:06:21,107,Success
493,2015-01-08,19:31:47,105,Cancelled
494,2015-01-08,19:38:40,101,Success
495,2015-01-08,19:42:52,101,Success
496,2015-01-08,19:46:18,110,Success
497,2015-01-08,19:49:26,106,Cancelled
498,2015-01-08,20:02:25,107,Cancelled
499,2015-01-08,21:10:46,104,Failed
500,2015-01-08,21:46:49,109,Cancelled
501,2015-01-08,21:51:31,102,Delivered
502,2015-01-08,22:26:08,107,Success
503,2015-01-09,11:16:21,104,Failed
504,2015-01-09,11:48:18,104,Delivered
505,2015-01-09,11:55:10,105,Success
506,2015-01-09,12:02:09,101,Delivered
507,2015-01-09,12:06:03,109,Cancelled
508,2015-01-09,12:13:32,104,Failed
509,2015-01-09,12:13:58,103,Failed
510,2015-01-09,12:15:03,106,Failed
511,2015-01-09,12:18:21,104,Success
512,2015-01-09,12:19:24,102,Delivered
513,2015-01-09,12:22:48,109,Cancelled
514,2015-01-09,12:26:47,101,Failed
515,2015-01-09,13:07:37,106,Failed
516,2015-01-09,13:09:09,110,Cancelled
517,2015-01-09,13:09:11,105,Failed
518,2015-01-09,13:11:25,101,Delivered
519,2015-01-09,13:15:20,105,Delivered
520,2015-01-09,13:22:33,108,Cancelled
521,2015-01-09,13:43:07,101,Failed
522,2015-01-09,14:09:33,104,Delivered
523,2015-01-09,14:42:14,104,Cancelled
524,2015-01-09,14:51:35,110,Cancelled
525,2015-01-09,15:08:46,105,Delivered
526,2015-01-09,15:10:13,101,Failed
527,2015-01-09,15:23:37,102,Cancelled
528,2015-01-09,15:27:21,101,Delivered
529,2015-01-09,15:31:01,103,Success
530,2015-01-09,15:43:01,110,Cancelled
531,2015-01-09,15:58:10,105,Failed
532,2015-01-09,16:14:28,103,Delivered
533,2015-01-09,16:28:43,107,Failed
534,2015-01-09,16:43:32,105,Cancelled
535,2015-01-09,17:08:47,109,Success
536,2015-01-09,17:18:50,109,Cancelled
537,2015-01-09,17:23:52,105,Delivered
538,2015-01-09,17:44:04,108,Delivered
539,2015-01-09,17:51:34,103,Failed
540,2015-01-09,17:52:41,101,Delivered
541,2015-01-09,18:07:47,107,Delivered
542,2015-01-09,18:08:06,104,Failed
543,2015-01-09,18:23:59,109,Success
544,2015-01-09,18:31:04,106,Delivered
545,2015-01-09,18:46:28,105,Cancelled
546,2015-01-09,18:47:27,102,Cancelled
547,2015-01-09,18:49:23,107,Cancelled
548,2015-01-09,19:06:09,102,Cancelled
549,2015-01-09,19:06:34,108,Cancelled
550,2015-01-09,19:12:59,105,Failed
551,2015-01-09,19:26:24,103,Delivered
552,2015-01-09,19:31:25,101,Success
553,2015-01-09,20:14:47,104,Cancelled
554,2015-01-09,20:15:51,101,Failed
555,2015-01-09,20:18:25,110,Failed
556,2015-01-09,20:23:12,107,Success
557,2015-01-09,20:30:06,107,Success
558,2015-01-09,20:51:10,106,Cancelled
559,2015-01-09,21:10:16,107,Success
560,2015-01-09,21:13:48,110,Success
561,2015-01-09,21:47:56,105,Cancelled
562,2015-01-09,22:04:05,106,Success
563,2015-01-09,22:19:03,101,Delivered
564,2015-01-09,22:32:32,110,Cancelled
565,2015-01-10,12:11:19,109,Delivered
566,2015-01-10,12:21:19,104,Cancelled
567,2015-01-10,12:27:47,105,Delivered
568,2015-01-10,12:28:53,106,Delivered
569,2015-01-10,12:37:10,104,Success
570,2015-01-10,13:13:59,109,Cancelled
571,2015-01-10,13:14:47,101,Failed
572,2015-01-10,13:15:32,101,Delivered
573,2015-01-10,13:39:33,110,Delivered
574,2015-01-10,13:40:54,104,Success
575,2015-01-10,13:41:04,101,Delivered
576,2015-01-10,13:44:22,106,Delivered
577,2015-01-10,13:45:00,101,Delivered
578,2015-01-10,13:48:49,102,Success
579,2015-01-10,13:51:19,105,Success
580,2015-01-10,13:56:01,108,Delivered
581,2015-01-10,14:13:01,105,Cancelled
582,2015-01-10,14:24:14,105,Cancelled
583,2015-01-10,14:33:19,103,Delivered
584,2015-01-10,15:05:29,110,Cancelled
585,2015-01-10,15:58:42,109,Failed
586,2015-01-10,16:09:57,102,Success
587,2015-01-10,16:32:36,108,Failed
588,2015-01-10,16:33:36,108,Failed
589,2015-01-10,17:12:39,101,Failed
590,2015-01-10,17:23:39,109,Cancelled
591,2015-01-10,17:32:54,106,Cancelled
592,2015-01-10,17:41:55,110,Cancelled
593,2015-01-10,17:48:57,103,Failed
594,2015-01-10,17:50:19,106,Failed
595,2015-01-10,18:12:28,110,Cancelled
596,2015-01-10,18:24:07,107,Success
597,2015-01-10,18:32:36,103,Delivered
598,2015-01-10,18:34:14,104,Success
599,2015-01-10,18:34:27,109,Cancelled
600,2015-01-10,18:53:52,107,Success
601,2015-01-10,18:58:19,102,Success
602,2015-01-10,19:02:27,110,Cancelled
603,2015-01-10,19:03:11,109,Success
604,2015-01-10,19:13:29,101,Cancelled
605,2015-01-10,19:23:51,101,Cancelled
606,2015-01-10,19:27:18,107,Delivered
607,2015-01-10,19:36:16,109,Failed
608,2015-01-10,19:36:33,104,Cancelled
609,2015-01-10,19:39:32,108,Cancelled
610,2015-01-10,19:51:02,101,Cancelled
611,2015-01-10,19:58:10,101,Success
612,2015-01-10,19:58:15,109,Success
613,2015-01-10,20:10:44,101,Delivered
614,2015-01-10,20:12:33,110,Failed
615,2015-01-10,20:14:03,108,Delivered
616,2015-01-10,20:20:10,109,Cancelled
617,2015-01-10,20:27:26,108,Cancelled
618,2015-01-10,20:31:14,101,Failed
619,2015-01-10,20:41:58,101,Delivered
620,2015-01-10,20:45:45,103,Cancelled
621,2015-01-10,20:49:29,103,Failed
622,2015-01-10,20:57:41,106,Failed
623,2015-01-10,21:21:21,106,Failed
624,2015-01-10,21:22:44,105,Failed
625,2015-01-10,21:50:23,106,Delivered
626,2015-01-10,21:55:12,106,Failed
627,2015-01-10,22:18:35,109,Cancelled
628,2015-01-10,22:47:17,109,Delivered
629,2015-01-10,22:48:39,105,Failed
630,2015-01-11,11:42:08,105,Success
631,2015-01-11,11:44:36,103,Failed
632,2015-01-11,11:44:52,108,Success
633,2015-01-11,11:51:45,102,Cancelled
634,2015-01-11,12:14:15,102,Cancelled
635,2015-01-11,12:18:31,102,Cancelled
636,2015-01-11,12:34:44,101,Cancelled
637,2015-01-11,12:44:10,110,Success
638,2015-01-11,12:49:26,103,Cancelled
639,2015-01-11,13:23:21,107,Delivered
640,2015-01-11,13:28:08,104,Failed
641,2015-01-11,13:37:46,110,Cancelled
642,2015-01-11,13:40:00,101,Success
643,2015-01-11,13:43:19,109,Delivered
644,2015-01-11,13:52:52,105,Delivered
645,2015-01-11,14:03:45,104,Delivered
646,2015-01-11,14:07:26,110,Failed
647,2015-01-11,14:07:35,110,Cancelled
648,2015-01-11,14:17:17,107,Delivered
